QueryName,ResponseName,ReleaseDate,RequiredAge,DemoCount,DeveloperCount,DLCCount,Metacritic,MovieCount,PackageCount,RecommendationCount,PublisherCount,ScreenshotCount,SteamSpyOwners,SteamSpyOwnersVariance,SteamSpyPlayersEstimate,SteamSpyPlayersVariance,AchievementCount,AchievementHighlightedCount,ControllerSupport,IsFree,FreeVerAvail,PurchaseAvail,SubscriptionAvail,PlatformWindows,PlatformLinux,PlatformMac,CategorySinglePlayer,CategoryMultiplayer,CategoryCoop,CategoryMMO,CategoryInAppPurchase,CategoryIncludeSrcSDK,CategoryIncludeLevelEditor,CategoryVRSupport,GenreIsNonGame,GenreIsIndie,GenreIsAction,GenreIsAdventure,GenreIsCasual,GenreIsStrategy,GenreIsRPG,GenreIsSimulation,GenreIsEarlyAccess,GenreIsFreeToPlay,GenreIsSports,GenreIsRacing,GenreIsMassivelyMultiplayer,PriceCurrency,PriceInitial,PriceFinal
LEGO Batman: The Videogame,LEGO Batman,Sep 29 2008,0,0,1,0,80,2,2,550,1,5,221317,12310,129132,9404,0,0,True,False,False,True,False,True,False,False,True,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,USD,19.99,19.99
Watchmen: The End Is Nigh,Watchmen: The End is Nigh,Mar 4 2009,17,1,1,0,61,3,2,294,1,9,40533,5269,23495,4012,0,0,False,False,False,True,False,True,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,USD,4.99,4.99
Watchmen: The End Is Nigh Part 2,Watchmen: The End is Nigh Part 2,Jul 29 2009,17,0,1,0,44,1,2,110,1,11,34076,4831,8609,2428,0,0,False,False,False,True,False,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,USD,4.99,4.99
F.E.A.R.,F.E.A.R.,May 21 2010,17,0,2,0,88,2,2,3981,1,10,1230518,28986,572125,19783,0,0,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,USD,9.99,9.99
F.E.A.R. 3,F.E.A.R. 3,Jun 21 2011,17,0,1,0,74,0,2,5010,1,16,1844431,35458,911096,24953,50,10,False,False,False,True,False,True,False,False,True,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,USD,19.99,19.99
Lego Harry Potter,LEGO Harry Potter: Years 1-4,Jun 29 2010,0,0,1,0,79,0,1,970,1,10,298796,14302,217910,12215,0,0,True,False,False,True,False,True,False,False,True,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,USD,19.99,19.99
Gravitron 2,Gravitron 2,Sep 30 2008,0,1,1,0,0,0,1,0,1,9,19370,3642,11658,2826,10,10,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,USD,4.99,4.99
Project Aftermath,Project Aftermath,Oct 3 2008,0,1,1,0,0,1,1,0,1,14,25826,4206,4125,1681,92,10,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,USD,9.99,9.99
Pyroblazer,Pyroblazer(r),Nov 13 2008,0,1,1,0,0,3,1,0,1,14,3049,1445,2152,1214,0,0,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,USD,4.99,4.99
Age of Booty,Age of Booty(tm),Mar 9 2009,0,1,1,0,0,1,0,157,1,7,23674,4027,13810,3075,0,0,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False, ,0.0,0.0
FLOCK!,Flock!,Apr 7 2009,0,1,1,0,65,2,1,110,1,20,35691,4944,21522,3839,13,10,False,False,False,True,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,USD,4.99,4.99
Street Fighter IV,Street Fighter(r) IV,Jul 7 2009,0,0,1,0,91,1,2,343,1,17,108865,8635,101153,8323,0,0,False,False,False,True,False,True,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,USD,19.99,19.99
Bionic Commando,Bionic Commando,Jul 28 2009,17,0,1,0,69,1,2,589,1,6,162491,10548,65642,6705,0,0,False,False,False,True,False,True,False,False,True,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,USD,9.99,9.99
Bionic Commando Rearmed,Bionic Commando: Rearmed,Jul 28 2009,17,0,1,0,86,1,2,570,1,10,437792,17308,110479,8698,0,0,False,False,False,True,False,True,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,USD,9.99,9.99
Resident Evil 5 / Biohazard 5,Resident Evil(tm) 5/ Biohazard 5(r),Sep 15 2009,17,0,1,1,86,1,2,5145,1,60,839535,23955,601359,20281,70,10,True,False,False,True,False,True,False,False,True,True,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,USD,19.99,19.99
Driver: Parallel Lines,Driver(r) Parallel Lines,Feb 13 2009,17,0,1,0,61,0,1,197,1,5,23136,3981,16680,3380,0,0,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,USD,9.99,9.99
Tom Clancy's EndWar,Tom Clancys EndWar(tm),Feb 25 2009,0,0,1,0,68,2,1,243,1,6,87164,7726,63490,6594,0,0,False,False,False,True,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,USD,9.99,9.99
Call of Juarez: Bound in Blood,Call of Juarez(r): Bound in Blood,Jul 2 2009,17,1,1,0,78,4,1,828,1,8,211453,12032,149757,10127,0,0,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,USD,9.99,9.99
World of Goo,World of Goo,Oct 13 2008,0,1,1,0,90,2,1,2685,1,11,1035206,26594,706637,21982,8,8,False,False,False,True,False,True,True,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,USD,9.99,9.99
Mount & Blade,Mount & Blade,Nov 3 2008,0,1,1,0,72,1,2,2086,1,11,1003999,26191,548810,19376,0,0,False,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,USD,9.99,9.99
Penumbra: Black Plague,Penumbra: Black Plague Gold Edition,Jan 23 2009,17,0,1,0,78,0,1,930,1,7,357085,15633,152268,10211,0,0,False,True,False,True,False,True,True,True,True,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,USD,9.99,9.99
Hearts of Iron II: Complete,Hearts of Iron 2 Complete,Jan 23 2009,0,1,1,0,83,0,1,149,1,6,83039,7541,48424,5759,0,0,False,False,False,True,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,USD,14.99,14.99
Penumbra: Requiem,Penumbra: Requiem, ,0,0,1,0,67,0,0,186,1,2,357085,15633,83398,7558,0,0,False,False,False,False,False,True,True,True,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False, ,0.0,0.0
Penumbra: Overture,Penumbra Overture,Mar 6 2009,17,0,1,0,73,1,1,1096,1,17,477429,18074,226160,12444,0,0,False,True,False,True,False,True,True,True,True,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,USD,9.99,9.99
Zeno Clash,Zeno Clash,Apr 21 2009,0,1,1,0,77,4,1,1800,1,21,485320,18222,279606,13835,22,10,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,USD,9.99,9.99
Rock of Ages,Rock of Ages,Sep 7 2011,0,0,1,0,74,5,1,2278,1,13,464515,17828,360672,15712,19,10,False,False,False,True,False,True,False,False,True,True,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,True,False,USD,9.99,9.99
Fallout 3,Fallout 3,Oct 28 2008,17,0,1,5,91,7,2,8031,1,19,752730,22686,656778,21193,0,0,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,USD,9.99,9.99
Rogue Warrior,Rogue Warrior,Dec 1 2009,17,0,1,0,29,1,1,364,1,5,87523,7742,34435,4857,45,10,False,False,False,True,False,True,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,USD,4.99,4.99
The Elder Scrolls III: Morrowind,The Elder Scrolls III: Morrowind(r) Game of the Year Edition,Jun 16 2009,0,0,1,0,89,1,1,5428,1,11,1105690,27481,773893,23002,0,0,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,USD,14.99,14.99
The Elder Scrolls IV: Oblivion ,The Elder Scrolls IV: Oblivion(r) Game of the Year Edition,Jun 16 2009,17,0,1,0,94,1,2,7792,1,29,1728033,34326,1332209,30156,0,0,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,USD,14.99,14.99
Call of Cthulhu: Dark Corners of the Earth,Call of Cthulhu(r): Dark Corners of the Earth,Jun 16 2009,17,0,1,0,76,1,1,970,1,6,199078,11675,94159,8030,0,0,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,USD,4.99,4.99
BRINK,BRINK,May 9 2011,0,0,1,3,70,4,2,2880,1,20,656778,21193,583066,19971,43,10,False,False,False,True,False,True,False,False,True,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,USD,7.99,7.99
Fallout 3 - Game of the Year Edition,Fallout 3: Game of the Year Edition,Dec 17 2009,17,0,1,0,91,5,1,15420,1,22,2300338,39574,1926753,36236,0,0,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,USD,19.99,19.99
Fallout: New Vegas,Fallout: New Vegas,Oct 19 2010,16,0,1,6,84,1,2,41001,1,12,4637980,56010,4076078,52549,75,10,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,USD,9.99,9.99
Hunted: The Demon's Forge,Hunted: The Demons Forge(tm),May 30 2011,0,0,1,0,61,1,1,342,1,14,119806,9058,61696,6501,0,0,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,USD,4.99,4.99
Spectromancer,Spectromancer,Feb 11 2009,0,0,2,3,0,1,2,118,1,10,20625,3759,16680,3380,0,0,False,False,False,True,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,USD,9.99,9.99
Worms Reloaded,Worms Reloaded,Aug 26 2010,0,1,1,5,79,1,4,2172,1,14,898362,24778,690675,21732,61,10,False,False,False,True,False,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,USD,19.99,19.99
Alien Breed: Impact,Alien Breed: Impact,Jun 3 2010,0,1,1,0,64,2,2,722,1,10,408917,16728,137920,9719,13,10,False,False,False,True,False,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,USD,9.99,9.99
Alien Breed 2: Assault,Alien Breed 2: Assault,Sep 22 2010,0,1,1,0,63,1,2,536,1,10,480657,18135,132539,9527,13,10,False,False,False,True,False,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,USD,9.99,9.99
Alien Breed 3: Descent,Alien Breed 3: Descent,Nov 17 2010,0,1,1,0,64,1,2,213,1,10,297362,14267,39457,5199,13,10,False,False,False,True,False,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,USD,9.99,9.99
Yosumin!,Yosumin!(tm),May 26 2009,0,1,1,0,0,0,1,115,1,7,168409,10739,29951,4529,0,0,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,USD,5.99,5.99
The Last Remnant,The Last Remnant(tm),Apr 9 2009,0,1,1,0,66,1,1,2466,1,14,884911,24593,476891,18064,0,0,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,USD,9.99,9.99
Gyromancer,Gyromancer,Nov 18 2009,0,1,2,0,71,0,1,171,1,9,191904,11463,47348,5695,0,0,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,USD,5.99,5.99
Imperium Romanum: Gold Edition,Imperium Romanum Gold Edition,Nov 25 2008,0,1,1,0,63,1,1,162,1,38,140969,9825,53446,6050,0,0,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,USD,9.99,9.99
Europa Universalis: Rome - Gold Edition,Europa Universalis: Rome - Gold Edition,Dec 18 2008,0,1,1,0,79,1,1,0,1,9,74071,7123,38201,5115,0,0,False,False,False,True,False,True,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,USD,9.99,9.99
Grand Ages: Rome,Grand Ages: Rome,Mar 20 2009,0,1,1,0,72,2,2,339,1,18,207687,11925,114066,8838,0,0,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,USD,9.99,9.99
Grand Ages: Rome Expansion,Grand Ages: Rome - Reign of Augustus,Jan 2010,0,0,1,0,0,0,2,0,1,6,0,0,0,0,0,0,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,USD,6.99,6.99
Ceville,Ceville,Feb 27 2009,0,1,1,0,73,2,1,0,1,9,34076,4831,13631,3055,0,0,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,USD,9.99,9.99
Tropico 3 - Steam Special Edition,Tropico 3 - Steam Special Edition,Oct 20 2009,0,1,1,0,79,2,3,1266,1,6,1407356,30992,476711,18060,0,0,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,USD,9.99,9.99
Puzzle Quest: Galactrix,Puzzle Quest: Galactrix,Feb 24 2009,0,0,1,0,72,1,1,234,1,9,41250,5315,26006,4220,0,0,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,USD,9.99,9.99
Earth Defense Force: Insect Armageddon,Earth Defense Force: Insect Armageddon,Dec 14 2011,0,0,1,4,69,1,2,617,1,5,66359,6742,54702,6121,50,10,True,False,False,True,False,True,False,False,True,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,USD,9.99,9.99
Depths of Peril,Depths of Peril,Nov 23 2010,0,1,1,0,79,1,1,0,1,12,45734,5597,17756,3487,0,0,False,False,False,True,False,True,True,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,USD,9.99,9.99
Puzzle Kingdoms,Puzzle Kingdoms,Apr 27 2009,0,0,1,0,0,0,1,207,1,11,101153,8323,34256,4844,0,0,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,USD,14.99,14.99
Train Simulator,Train Simulator 2016,Sep 17 2015,0,0,1,286,0,1,6,8701,1,11,937819,25315,830927,23832,864,10,True,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,USD,29.99,29.99
DC Universe Online,DC Universe(tm) Online,Nov 2 2011,0,0,1,21,72,0,0,9610,1,14,2414763,40539,2414763,40539,146,10,True,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,True,True,False,False,True,False,False,True,False,False,True, ,0.0,0.0
PAYDAY: The Heist,PAYDAY(tm) The Heist,Oct 20 2011,17,0,1,2,76,2,2,34196,1,15,4355863,54301,3353658,47713,56,10,False,False,False,True,False,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,USD,14.99,14.99
King Arthur - The Role-playing Wargame,King Arthur - The Role-playing Wargame,Nov 24 2009,0,1,1,4,0,1,2,302,1,22,270997,13621,215040,12134,0,0,False,False,False,True,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,USD,9.99,9.99
Crusaders: Thy Kingdom Come,Crusaders: Thy Kingdom Come,Oct 8 2009,0,0,1,0,0,1,1,0,1,22,21163,3807,10223,2646,0,0,False,False,False,True,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,USD,9.99,9.99
